51 3 1 2 35 1 77 3 6 7 2 0 3 1 1 1 1 1 1 1 1 1 1 1
44 2 1 2 35 0 72 2 21 4 1 0 2 1 1 1 1 1 1 1 1 1 1 1
42 3 1 0 36 1 75 1 32 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1
38 2 1 2 36 1 61 2 21 7 1 0 6 1 1 1 1 1 1 1 1 1 1 1
53 1 1 2 37 1 77 4 2 1 3 1 7 1 1 1 1 1 1 1 1 1 1 1
52 2 1 1 36 3 65 1 2 2 2 1 7 1 1 1 1 1 1 1 1 1 1 1
50 1 1 0 38 3 70 3 16 5 3 0 5 1 1 1 1 1 1 1 1 1 1 1
31 3 1 2 35 0 74 2 5 4 1 0 5 1 1 1 1 1 1 1 1 1 1 1
30 3 1 0 38 1 65 4 10 7 3 1 2 1 1 1 1 1 1 1 1 1 1 1
31 1 1 2 37 1 78 1 13 7 1 1 7 1 1 1 1 1 1 1 1 1 1 1
57 3 1 0 37 1 65 4 30 6 3 0 7 1 1 1 1 1 1 1 1 1 1 1
58 3 1 2 36 2 65 2 28 5 1 1 2 1 1 1 1 1 1 1 1 1 1 1
37 1 1 1 37 0 74 1 10 7 2 0 2 1 1 1 1 1 1 1 1 1 1 1
59 2 1 2 36 2 77 1 16 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1
43 1 1 2 35 0 65 4 32 5 2 1 4 1 1 1 1 1 1 1 1 1 1 1
37 1 1 1 38 2 66 3 8 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1
34 1 1 1 36 1 62 4 18 6 3 1 6 1 1 1 1 1 1 1 1 1 1 1
53 1 1 2 36 0 67 4 17 5 3 1 3 1 1 1 1 1 1 1 1 1 1 1
57 3 1 1 35 3 65 4 20 6 1 0 5 1 1 1 1 1 1 1 1 1 1 1
41 3 1 0 36 0 61 2 19 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1
53 3 1 1 36 3 73 3 8 3 2 0 3 1 1 1 1 1 1 1 1 1 1 1
44 2 1 0 35 3 80 1 15 7 3 0 2 1 1 1 1 1 1 1 1 1 1 1
51 3 1 2 38 3 68 2 25 6 1 0 6 1 1 1 1 1 1 1 1 1 1 1
28 1 1 2 37 2 65 4 30 4 3 1 5 1 1 1 1 1 1 1 1 1 1 1
38 1 1 0 38 0 70 3 3 4 1 1 3 1 1 1 1 1 1 1 1 1 1 1
30 3 1 0 35 1 63 2 24 5 2 1 5 1 1 1 1 1 1 1 1 1 1 1
56 2 1 1 38 0 77 1 5 1 2 0 5 1 1 1 1 1 1 1 1 1 1 1
55 2 1 1 36 1 74 4 17 3 2 1 5 1 1 1 1 1 1 1 1 1 1 1
32 3 1 0 35 3 75 3 11 3 1 1 5 1 1 1 1 1 1 1 1 1 1 1
46 2 1 0 38 3 77 3 27 2 2 0 5 1 1 1 1 1 1 1 1 1 1 1
26 3 1 2 37 1 63 3 27 7 2 1 5 1 1 1 1 1 1 1 1 1 1 1
29 3 1 2 36 0 80 3 17 7 1 1 2 1 1 1 1 1 1 1 1 1 1 1
48 3 1 0 36 2 65 2 5 2 2 1 7 1 1 1 1 1 1 1 1 1 1 1
40 3 1 1 38 3 68 1 15 7 3 0 2 1 1 1 1 1 1 1 1 1 1 1
47 2 1 0 38 3 64 1 1 6 2 1 3 1 1 1 1 1 1 1 1 1 1 1
48 2 1 0 35 1 71 1 12 6 3 1 5 1 1 1 1 1 1 1 1 1 1 1
27 3 1 2 35 3 80 4 8 2 3 0 2 1 1 1 1 1 1 1 1 1 1 1
50 2 1 0 38 1 76 3 28 3 2 1 5 1 1 1 1 1 1 1 1 1 1 1
50 3 1 1 36 0 75 2 23 7 2 0 4 1 1 1 1 1 1 1 1 1 1 1
39 3 1 2 37 1 70 1 29 7 2 0 5 1 1 1 1 1 1 1 1 1 1 1
38 1 1 2 35 3 60 4 4 4 1 1 2 1 1 1 1 1 1 1 1 1 1 1
52 3 1 0 35 3 78 1 8 5 3 1 2 1 1 1 1 1 1 1 1 1 1 1
44 3 1 2 38 1 65 2 1 5 1 1 4 1 1 1 1 1 1 1 1 1 1 1
52 2 1 2 35 2 70 3 15 3 3 0 2 1 1 1 1 1 1 1 1 1 1 1
59 3 1 2 36 0 68 3 8 3 3 0 2 1 1 1 1 1 1 1 1 1 1 1
46 2 1 2 37 0 62 1 30 5 1 0 5 1 1 1 1 1 1 1 1 1 1 1
26 2 1 0 38 3 60 1 23 3 3 1 5 1 1 1 1 1 1 1 1 1 1 1
34 3 1 2 38 3 77 2 24 1 2 0 5 1 1 1 1 1 1 1 1 1 1 1
64 2 1 0 37 0 68 3 31 1 2 1 7 1 1 1 1 1 1 1 1 1 1 1
45 3 1 2 37 3 70 3 28 5 1 1 5 1 1 1 1 1 1 1 1 1 1 1
32 2 1 1 36 0 80 2 28 7 1 0 5 1 1 1 1 1 1 1 1 1 1 1
57 1 1 2 36 2 74 3 20 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1
62 1 1 1 35 3 79 1 32 2 2 0 4 1 1 1 1 1 1 1 1 1 1 1
47 2 1 1 37 1 75 1 20 3 2 1 7 1 1 1 1 1 1 1 1 1 1 1
29 2 1 0 38 1 67 3 23 7 1 1 4 1 1 1 1 1 1 1 1 1 1 1
28 1 1 0 35 0 73 3 15 4 3 1 6 1 1 1 1 1 1 1 1 1 1 1
57 1 1 2 37 3 77 1 13 7 2 0 3 1 1 1 1 1 1 1 1 1 1 1
34 1 1 1 37 2 62 2 20 7 1 0 2 1 1 1 1 1 1 1 1 1 1 1
46 2 1 2 36 2 70 2 24 4 2 0 4 1 1 1 1 1 1 1 1 1 1 1
50 2 1 1 35 1 66 3 16 5 3 1 6 1 1 1 1 1 1 1 1 1 1 1
34 1 1 2 38 3 75 3 2 6 2 0 3 1 1 1 1 1 1 1 1 1 1 1
32 3 1 0 37 2 78 2 18 3 1 0 3 1 1 1 1 1 1 1 1 1 1 1
33 1 1 0 35 1 76 4 28 5 1 0 4 1 1 1 1 1 1 1 1 1 1 1
34 2 1 0 36 1 76 3 30 4 3 1 6 1 1 1 1 1 1 1 1 1 1 1
46 1 1 2 36 3 64 1 3 4 1 0 2 1 1 1 1 1 1 1 1 1 1 1
31 1 1 2 35 1 67 1 24 6 3 1 3 1 1 1 1 1 1 1 1 1 1 1
34 3 1 1 37 1 75 1 20 5 3 1 6 1 1 1 1 1 1 1 1 1 1 1
43 2 1 1 37 1 77 3 6 7 1 1 4 1 1 1 1 1 1 1 1 1 1 1
45 3 1 0 38 2 66 2 27 3 2 0 7 1 1 1 1 1 1 1 1 1 1 1
26 2 1 0 38 0 71 3 3 7 1 1 7 1 1 1 1 1 1 1 1 1 1 1
45 3 1 1 36 3 75 2 3 6 1 1 4 1 1 1 1 1 1 1 1 1 1 1
49 3 1 1 35 1 78 2 14 5 2 0 7 1 1 1 1 1 1 1 1 1 1 1
58 2 1 1 38 1 67 1 24 6 3 0 3 1 1 1 1 1 1 1 1 1 1 1
42 2 1 1 35 2 77 2 9 4 3 0 4 1 1 1 1 1 1 1 1 1 1 1
41 2 1 2 35 3 77 3 18 6 2 0 6 1 1 1 1 1 1 1 1 1 1 1
60 2 1 2 35 0 75 3 7 1 2 1 5 1 1 1 1 1 1 1 1 1 1 1
56 3 1 0 35 0 80 2 29 5 3 1 6 1 1 1 1 1 1 1 1 1 1 1
38 1 1 1 35 0 77 1 2 1 3 0 2 1 1 1 1 1 1 1 1 1 1 1
53 1 1 2 38 3 80 1 15 1 3 0 3 1 1 1 1 1 1 1 1 1 1 1
44 1 1 2 35 2 75 4 21 7 3 1 3 1 1 1 1 1 1 1 1 1 1 1
45 1 1 1 35 2 80 3 4 2 3 1 4 1 1 1 1 1 1 1 1 1 1 1
61 1 1 0 36 0 66 3 16 5 1 1 7 1 1 1 1 1 1 1 1 1 1 1
35 3 1 2 36 0 80 3 1 3 1 0 3 1 1 1 1 1 1 1 1 1 1 1
26 1 1 0 37 0 66 3 7 3 3 1 2 1 1 1 1 1 1 1 1 1 1 1
48 2 1 2 35 0 64 4 25 5 2 1 4 1 1 1 1 1 1 1 1 1 1 1
54 2 1 0 36 2 76 1 24 1 3 0 5 1 1 1 1 1 1 1 1 1 1 1
63 2 1 0 37 0 63 3 9 2 3 0 7 1 1 1 1 1 1 1 1 1 1 1
32 2 1 2 36 1 69 2 25 5 1 1 5 1 1 1 1 1 1 1 1 1 1 1
27 3 1 1 35 0 69 1 26 5 2 0 4 1 1 1 1 1 1 1 1 1 1 1
55 2 1 0 36 1 61 4 32 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1
34 3 1 0 38 1 69 4 3 5 1 1 2 1 1 1 1 1 1 1 1 1 1 1
61 2 1 1 36 0 65 4 27 5 2 1 7 1 1 1 1 1 1 1 1 1 1 1
64 3 1 2 37 1 68 2 19 6 1 0 5 1 1 1 1 1 1 1 1 1 1 1
61 3 1 1 37 1 66 3 31 7 2 0 3 1 1 1 1 1 1 1 1 1 1 1
41 1 1 0 38 1 62 2 27 5 3 0 2 1 1 1 1 1 1 1 1 1 1 1
64 2 1 2 37 1 77 1 12 4 2 0 3 1 1 1 1 1 1 1 1 1 1 1
49 3 1 2 38 2 60 1 13 7 3 1 7 1 1 1 1 1 1 1 1 1 1 1
38 1 1 2 38 2 62 2 5 3 2 1 4 1 1 1 1 1 1 1 1 1 1 1
60 3 1 2 37 3 79 3 13 6 3 0 3 1 1 1 1 1 1 1 1 1 1 1
