47 3 1 1 37 1 80 1 19 5 2 0 7 1 1 1 1 1 1 1 1 1 1 1
31 1 1 1 36 0 64 3 19 6 2 1 6 1 1 1 1 1 1 1 1 1 1 1
51 1 1 2 37 3 69 1 30 7 1 1 4 1 1 1 1 1 1 1 1 1 1 1
52 2 1 1 37 1 63 1 9 1 2 1 5 1 1 1 1 1 1 1 1 1 1 1
57 3 1 0 38 2 72 2 21 6 2 1 3 1 1 1 1 1 1 1 1 1 1 1
51 2 1 2 38 2 69 4 11 5 2 1 4 1 1 1 1 1 1 1 1 1 1 1
49 3 1 2 36 0 65 1 27 6 2 1 7 1 1 1 1 1 1 1 1 1 1 1
54 1 1 0 35 0 78 2 16 1 2 1 6 1 1 1 1 1 1 1 1 1 1 1
64 2 1 0 36 2 74 4 7 7 3 0 5 1 1 1 1 1 1 1 1 1 1 1
29 1 1 0 37 0 74 2 17 5 1 1 7 1 1 1 1 1 1 1 1 1 1 1
50 2 1 1 35 0 64 1 6 7 3 1 7 1 1 1 1 1 1 1 1 1 1 1
47 3 1 2 36 2 78 4 24 4 3 0 2 1 1 1 1 1 1 1 1 1 1 1
47 1 1 1 36 2 73 2 29 7 1 1 5 1 1 1 1 1 1 1 1 1 1 1
42 3 1 0 36 3 69 1 21 7 2 1 5 1 1 1 1 1 1 1 1 1 1 1
44 3 1 0 38 2 66 2 22 6 1 0 5 1 1 1 1 1 1 1 1 1 1 1
43 1 1 1 35 2 77 3 32 7 1 1 4 1 1 1 1 1 1 1 1 1 1 1
29 1 1 2 38 3 79 2 17 1 1 0 3 1 1 1 1 1 1 1 1 1 1 1
59 3 1 0 36 2 76 4 7 3 3 0 4 1 1 1 1 1 1 1 1 1 1 1
44 3 1 2 36 1 73 2 30 5 1 1 3 1 1 1 1 1 1 1 1 1 1 1
27 1 1 1 37 1 80 1 29 4 1 0 2 1 1 1 1 1 1 1 1 1 1 1
27 2 1 0 36 3 67 2 28 2 1 0 4 1 1 1 1 1 1 1 1 1 1 1
27 3 1 2 38 1 72 1 8 4 2 1 6 1 1 1 1 1 1 1 1 1 1 1
38 1 1 1 35 1 68 4 13 4 2 0 3 1 1 1 1 1 1 1 1 1 1 1
51 1 1 0 37 0 72 4 23 5 3 1 2 1 1 1 1 1 1 1 1 1 1 1
29 2 1 2 38 1 79 3 7 4 3 1 3 1 1 1 1 1 1 1 1 1 1 1
27 3 1 2 36 3 66 1 6 5 2 1 5 1 1 1 1 1 1 1 1 1 1 1
42 1 1 1 37 0 75 2 19 2 3 1 6 1 1 1 1 1 1 1 1 1 1 1
29 2 1 0 38 0 78 4 17 6 2 1 5 1 1 1 1 1 1 1 1 1 1 1
27 2 1 0 35 0 77 3 1 3 1 0 5 1 1 1 1 1 1 1 1 1 1 1
50 3 1 1 35 2 76 4 16 2 1 1 4 1 1 1 1 1 1 1 1 1 1 1
34 3 1 0 38 3 65 2 18 2 1 0 6 1 1 1 1 1 1 1 1 1 1 1
32 1 1 1 36 0 63 4 15 6 1 1 6 1 1 1 1 1 1 1 1 1 1 1
63 2 1 1 36 1 75 4 25 5 1 0 6 1 1 1 1 1 1 1 1 1 1 1
37 3 1 0 35 0 64 1 11 7 2 1 3 1 1 1 1 1 1 1 1 1 1 1
29 3 1 2 36 2 64 3 29 3 2 0 7 1 1 1 1 1 1 1 1 1 1 1
55 3 1 1 37 0 62 3 1 1 3 0 3 1 1 1 1 1 1 1 1 1 1 1
43 1 1 0 36 3 62 1 12 6 2 1 3 1 1 1 1 1 1 1 1 1 1 1
49 3 1 2 35 1 74 1 17 6 2 0 3 1 1 1 1 1 1 1 1 1 1 1
58 1 1 0 35 0 60 4 29 3 3 0 5 1 1 1 1 1 1 1 1 1 1 1
29 3 1 2 36 2 76 1 13 4 2 1 5 1 1 1 1 1 1 1 1 1 1 1
44 2 1 0 35 1 79 3 32 2 2 1 4 1 1 1 1 1 1 1 1 1 1 1
56 2 1 2 36 0 70 1 19 4 2 1 3 1 1 1 1 1 1 1 1 1 1 1
57 1 1 2 37 2 67 3 17 2 2 0 4 1 1 1 1 1 1 1 1 1 1 1
27 1 1 0 37 1 79 3 27 1 2 1 7 1 1 1 1 1 1 1 1 1 1 1
29 1 1 1 35 0 67 4 29 4 2 1 7 1 1 1 1 1 1 1 1 1 1 1
36 2 1 0 38 0 76 3 27 7 2 1 7 1 1 1 1 1 1 1 1 1 1 1
33 1 1 1 36 1 76 2 8 7 2 0 3 1 1 1 1 1 1 1 1 1 1 1
53 3 1 1 36 1 79 3 2 6 2 0 7 1 1 1 1 1 1 1 1 1 1 1
42 1 1 0 36 3 63 2 11 1 1 1 6 1 1 1 1 1 1 1 1 1 1 1
47 1 1 2 36 3 69 4 8 4 3 0 3 1 1 1 1 1 1 1 1 1 1 1
44 1 1 1 36 2 68 3 14 4 3 1 2 1 1 1 1 1 1 1 1 1 1 1
32 2 1 1 36 3 77 2 6 3 2 1 3 1 1 1 1 1 1 1 1 1 1 1
50 3 1 0 38 1 65 4 21 4 3 1 6 1 1 1 1 1 1 1 1 1 1 1
56 1 1 0 37 1 71 4 10 4 3 1 4 1 1 1 1 1 1 1 1 1 1 1
62 1 1 0 38 2 71 2 3 3 3 1 2 1 1 1 1 1 1 1 1 1 1 1
65 3 1 1 38 2 71 1 10 5 2 1 2 1 1 1 1 1 1 1 1 1 1 1
45 1 1 2 36 1 65 3 19 1 2 0 2 1 1 1 1 1 1 1 1 1 1 1
53 3 1 0 36 1 75 3 19 5 3 1 2 1 1 1 1 1 1 1 1 1 1 1
43 2 1 1 36 0 67 3 29 7 1 0 6 1 1 1 1 1 1 1 1 1 1 1
48 1 1 0 38 3 66 2 30 7 3 0 3 1 1 1 1 1 1 1 1 1 1 1
57 3 1 1 36 3 77 1 24 3 3 0 2 1 1 1 1 1 1 1 1 1 1 1
47 3 1 1 35 3 62 1 9 2 2 0 2 1 1 1 1 1 1 1 1 1 1 1
55 3 1 2 38 3 69 4 5 6 2 0 2 1 1 1 1 1 1 1 1 1 1 1
63 1 1 2 38 2 79 3 26 1 3 0 6 1 1 1 1 1 1 1 1 1 1 1
43 1 1 2 37 3 80 3 25 7 1 0 4 1 1 1 1 1 1 1 1 1 1 1
34 2 1 2 37 0 65 1 25 3 1 0 3 1 1 1 1 1 1 1 1 1 1 1
36 3 1 1 37 0 70 3 25 6 1 0 5 1 1 1 1 1 1 1 1 1 1 1
59 2 1 2 38 3 72 1 16 4 2 1 6 1 1 1 1 1 1 1 1 1 1 1
47 1 1 2 38 3 61 1 26 2 2 1 2 1 1 1 1 1 1 1 1 1 1 1
56 3 1 2 38 0 74 1 4 7 2 0 2 1 1 1 1 1 1 1 1 1 1 1
61 1 1 2 35 0 63 3 29 6 1 1 2 1 1 1 1 1 1 1 1 1 1 1
34 3 1 1 37 2 69 2 20 2 2 1 2 1 1 1 1 1 1 1 1 1 1 1
56 1 1 0 37 1 75 2 24 2 1 1 5 1 1 1 1 1 1 1 1 1 1 1
65 1 1 1 37 2 80 2 16 1 2 1 5 1 1 1 1 1 1 1 1 1 1 1
30 2 1 2 35 2 74 3 13 1 1 0 3 1 1 1 1 1 1 1 1 1 1 1
63 3 1 2 38 1 75 1 3 1 3 0 4 1 1 1 1 1 1 1 1 1 1 1
40 3 1 0 36 0 63 4 29 7 2 1 6 1 1 1 1 1 1 1 1 1 1 1
54 2 1 1 37 3 74 2 23 3 3 0 2 1 1 1 1 1 1 1 1 1 1 1
31 1 1 1 36 0 75 2 14 7 1 1 6 1 1 1 1 1 1 1 1 1 1 1
39 3 1 1 36 3 61 3 22 4 1 1 5 1 1 1 1 1 1 1 1 1 1 1
42 1 1 1 37 1 61 3 32 6 1 0 4 1 1 1 1 1 1 1 1 1 1 1
29 3 1 1 38 1 65 4 16 6 2 0 5 1 1 1 1 1 1 1 1 1 1 1
58 1 1 1 36 0 67 1 13 2 2 1 4 1 1 1 1 1 1 1 1 1 1 1
48 2 1 0 38 0 67 3 26 3 1 0 7 1 1 1 1 1 1 1 1 1 1 1
29 3 1 1 37 2 80 3 17 2 3 0 3 1 1 1 1 1 1 1 1 1 1 1
55 2 1 2 37 2 67 1 25 2 2 0 6 1 1 1 1 1 1 1 1 1 1 1
43 1 1 2 38 0 78 1 1 5 3 1 2 1 1 1 1 1 1 1 1 1 1 1
47 2 1 1 35 2 60 1 9 3 3 1 7 1 1 1 1 1 1 1 1 1 1 1
61 3 1 1 38 1 60 3 14 6 1 0 2 1 1 1 1 1 1 1 1 1 1 1
